Time (s);Position_X;Position_Y;norme;vitesse;acceleration
0,0251;0,114099075;0,123174324;0,167900307;-0,285641701;-17,28203153
0,0252;0,114351136;0,122901118;0,167871579;-0,287278197;-16,3649548
0,0253;0,114601838;0,122627848;0,167842695;-0,288837758;-15,59561555
0,0254;0,11485119;0,122354523;0,167813661;-0,290341638;-15,03879486
0,0255;0,115099201;0,122081145;0,167784481;-0,291808011;-14,66373553
0,0256;0,11534588;0,121807719;0,167755156;-0,293244333;-14,36322068
0,0257;0,115591235;0,12153425;0,167725691;-0,294647548;-14,03214826
0,0258;0,11583527;0,121260747;0,16769609;-0,296009554;-13,62005494
0,0259;0,116077992;0,120987221;0,167666358;-0,297321604;-13,12050395
0,026;0,116319401;0,120713684;0,167636501;-0,298575285;-12,53681047
0,0261;0,116559501;0,12044015;0,167606524;-0,299762534;-11,87248859
0,0262;0,116798296;0,120166635;0,167576437;-0,300877415;-11,14880855
0,0263;0,117035792;0,11989315;0,167546245;-0,301919215;-10,41800324
0,0264;0,117271996;0,119619706;0,167515955;-0,302894174;-9,749588548
0,0265;0,117506917;0,119346311;0,167485574;-0,303813833;-9,196594733
0,0266;0,117740562;0,11907297;0,167455105;-0,304690629;-8,767958673
0,0267;0,117972939;0,118799689;0,167424552;-0,305533478;-8,428491391
0,0268;0,118204055;0,118526473;0,167393917;-0,306345893;-8,12414287
0,0269;0,118433915;0,118253329;0,167363204;-0,307126908;-7,810153971
0,027;0,118662525;0,117980265;0,167332417;-0,307873093;-7,461845955
0,0271;0,118889887;0,117707291;0,167301559;-0,308579929;-7,068359661
0,0272;0,119116006;0,117434417;0,167270635;-0,309242471;-6,625418364
0,0273;0,119340884;0,117161656;0,167239649;-0,309856307;-6,138367475
0,0274;0,119564526;0,116889017;0,167208607;-0,310419275;-5,629681188
0,0275;0,119786938;0,116616511;0,167177514;-0,310932957;-5,136816597
0,0276;0,120008126;0,116344144;0,167146373;-0,311406342;-4,733853745
0,0277;0,120228092;0,116071922;0,167115185;-0,311879855;-4,735122408
0,0278;0,120446833;0,115799848;0,167083944;-0,312409308;-5,294535854
0,0279;0,120664345;0,115527923;0,167052642;-0,313027693;-6,183850371
0,028;0,12088062;0,115256149;0,167021269;-0,313723478;-6,957849641
0,0281;0,12109566;0,114984532;0,166989824;-0,314450208;-7,267292793
0,0282;0,121309465;0,114713077;0,166958308;-0,315164152;-7,139442024
0,0283;0,121522043;0,114441794;0,166926723;-0,31584397;-6,798177479
0,0284;0,121733396;0,11417069;0,166895075;-0,316479819;-6,358494731
0,0285;0,121943539;0,113899776;0,166863374;-0,317009448;-5,296289962
0,0286;0,122152481;0,113629064;0,16683163;-0,31744055;-4,311023549
0,0287;0,122360238;0,113358564;0,166799856;-0,317746945;-3,063951476
0,0288;0,122566824;0,113088285;0,166768062;-0,317937099;-1,901536165
0,0289;0,122772249;0,112818237;0,166736258;-0,318044377;-1,072777053
0,029;0,122976519;0,112548425;0,166704445;-0,318122249;-0,778721879
0,0291;0,123179633;0,112278855;0,166672623;-0,318226983;-1,04734123
0,0292;0,123381587;0,11200953;0,166640784;-0,318388956;-1,619726353
0,0293;0,123582378;0,111740454;0,166608923;-0,318605841;-2,168847929
0,0294;0,123782004;0,111471632;0,166577037;-0,318861939;-2,560988871
0,0295;0,123980463;0,111203069;0,166545122;-0,319144415;-2,824754888
0,0296;0,124177757;0,11093477;0,166513178;-0,319440366;-2,959506415
0,0297;0,124373889;0,110666741;0,166481206;-0,319728888;-2,885221947
0,0298;0,124568864;0,110398988;0,166449207;-0,319984205;-2,553174033
0,0299;0,124762691;0,110131519;0,166417188;-0,320186781;-2,025759449
0,03;0,124955379;0,10986434;0,166385155;-0,32033062;-1,438391278
0,0301;0,125146935;0,109597458;0,166353113;-0,32042225;-0,916293469
0,0302;0,125337366;0,109330881;0,166321066;-0,320474834;-0,525846092
0,0303;0,125526676;0,109064615;0,166289015;-0,320502247;-0,27412366
0,0304;0,125714869;0,108798666;0,166256964;-0,32051591;-0,136638034
0,0305;0,125901948;0,108533039;0,166224911;-0,320524436;-0,085253302
0,0306;0,126087915;0,108267741;0,166192858;-0,320533915;-0,094793118
0,0307;0,126272772;0,108002776;0,166160803;-0,320547233;-0,133184655
0,0308;0,126456521;0,10773815;0,166128747;-0,320563174;-0,159402191
0,0309;0,126639165;0,107473867;0,166096689;-0,320577067;-0,138933243
0,031;0,126820708;0,107209932;0,166064631;-0,320583025;-0,059583052
0,0311;0,127001155;0,106946351;0,166032573;-0,320576062;0,069630648
0,0312;0,127180509;0,106683129;0,166000518;-0,320552934;0,231285566
0,0313;0,127358776;0,106420271;0,165968467;-0,320512066;0,408674167
0,0314;0,12753596;0,106157783;0,165936422;-0,320453368;0,586978163
0,0315;0,127712064;0,105895671;0,165904384;-0,320378055;0,753135335
0,0316;0,127887094;0,105633941;0,165872355;-0,320288219;0,898357688
0,0317;0,128061052;0,105372597;0,165840336;-0,32018618;1,020392373
0,0318;0,128233942;0,105111646;0,165808329;-0,320073929;1,122513729
0,0319;0,128405768;0,104851092;0,165776334;-0,319952881;1,210473172
0,032;0,128576534;0,104590941;0,165744351;-0,319823863;1,290177779
0,0321;0,128746243;0,104331197;0,165712383;-0,319687171;1,366928204
